OBA_ID	Sample_ID	Station	Depth	Size fraction	Latitude	Longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
33	TARA_N010000229	TARA_205	SRF	[180-2000µm]	72.4376	-71.8843	TARA_205_SRF_180-2000	TARA_205	ERS1309571		SAMEA4398122	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000229	2013-10-08T14:39	-1053	-0.479225	31.99537	25.7008	91.7069	1.98441	5		353.1935	3.880872	0.000596423	0.018947516	0.152390116	1.684819688					0.00315	0.8194		0	0.08155	7.898	0.0895	0.560568	0.411	0.298067	245	33	55	16	296	52							0.1347	0	0.8194	0.0082	0.00455	0	0.008	0	72.4376	-71.8843	0	autumn	early	0.189964	0.113334	0
34	TARA_N010000467	TARA_163	SRF	[180-2000µm]	76.1872	1.5879	TARA_163_SRF_180-2000	TARA_163	ERS1308508		SAMEA4397059	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000467	2013-06-09T09:07	-3083	1.899612	34.888656	27.890469	346.2418	12.741825	5	0.229326	363.000813	4.980653	0.000874157	0.014557052	0.018939177	11.743258			347.37062072754	0.0004344157059677						8.006	0.101	0.290483	2.7725	4.18531	111	14	25	14	91	996															76.1872	1.5879	0	spring	late	-0.007624	0.058176	3.277778
35	TARA_N010000304	TARA_209	SRF	[>0.8µm]	64.7127	-53.0106	TARA_209_SRF_0.8->	TARA_209	ERS1309747		SAMEA4398298	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000304	2013-10-23T10:25	-489	2.496125	32.603119	26.011175	15.6846	1.325775	5	1.224595	323.901563	6.131005	0.000488831	0.029433576	0.29848822	0.505696426															17	18	94	15	498	498															64.7127	-53.0106	0	autumn	early	-0.050291	0	5.666667
36	TARA_N010000514	TARA_168	DCM	[20-180µm]	72.5123	44.0733	TARA_168_DCM_20-180	TARA_168	ERS1308600		SAMEA4397151	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000514	2013-07-01T11:30	-268	3.824545	34.975345	27.784685	257.048	2.19375	40	0.195352	326.3609	0	0.000430005	0.006979311	0.001609991	0.041430494			116.78255081177	0.00057966023450717	0.0094	0.1971		0	0.0103		0.063	0.098435	0.821	1.135333	19	28	35	36	245	103							0.0689	0	0.1971	0	0.0511	0.0184	0.0056	0	72.5123	44.0733	0	summer	early	-0.011538	0.011037	1.222222
37	TARA_N010000264	TARA_206	SRF	[20-180µm]	70.9372	-53.5195	TARA_206_SRF_20-180	TARA_206	ERS1309661		SAMEA4398212	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000264	2013-10-12T15:41	-680	1.445315	32.08329	25.673125	7.5708	1.25556	5		328.54665	3.615087	0.000494336	0.022793755	0.19323191	0.170150639					0.02145	0.1842		0.0607	0.0084	7.973	0.128	0.220883	1.24175	1.04231	205	14	35	15	472	505							0.06425	0.0834	0.1842	0.0461	0.12965	0.02205	0.00415	0.0031	70.9372	-53.5195	0.251729518	autumn	early		0	0
38	TARA_N010000272	TARA_206	SRF	[180-2000µm]	70.971	-53.5868	TARA_206_SRF_180-2000	TARA_206	ERS1309653		SAMEA4398204	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000272	2013-10-12T13:50	-661	1.445315	32.08329	25.673125	7.7687	1.25556	5		328.54665	3.615087	0.000494336	0.022793755	0.19323191	0.170150639					0.02145	0.1842		0.0607	0.0084	7.973	0.128	0.220883	1.24175	1.04231	231	13	58	13	249	55							0.06425	0.0834	0.1842	0.0461	0.12965	0.02205	0.00415	0.0031	70.971	-53.5868	0.251729518	autumn	early		0	0
39	TARA_N010000539	TARA_168	MIX	[180-2000µm]	72.5557	44.096	TARA_168_MIX_180-2000	TARA_168	ERS1308672		SAMEA4397223	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000539	2013-07-02T10:10	-266	3.25548	34.97715	27.84225	257.6217	0.2268	0-100	0.050344	302.4059	0	0.000430005	0.006979311	0.001609991	0.041430494			119.86359405518	0.00057795448810794	0.0007	0.1971		0	0.0073	8.016	0	0.046264	0.4425	1.725127	13	30	31	44	136	184							0.0498	0	0.1971	0	0.0511	0.0184	0.0056	0	72.5557	44.096	0	summer	early	-0.011538	0.011037	1.222222
40	TARA_N010000287	TARA_208	SRF	[>0.8µm]	69.1136	-51.5086	TARA_208_SRF_0.8->	TARA_208	ERS1309698		SAMEA4398249	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000287	2013-10-20T10:34	-344	3.1965	32.99175	26.265	16.3515	0.3732	5		303.326	1.791002	0.000453137	0.020453628	0.259672788	0.480761975					0.0072	0.08585		0.0221	0.01		0.1665	0.312072	1.916	0.819597	141	13	112	13	316	342							0.03375	0.02805	0.08585	0.01855	0.05775	0.01385	0.0016	0.00055	69.1136	-51.5086	0	autumn	early	-0.016382	0	0
41	TARA_N010000056	TARA_191	SRF	[0.8-20µm]	71.5955	160.938	TARA_191_SRF_3-20	TARA_191	ERS1309211		SAMEA4397762	SEQ-(10-100L-or-15min)_W3-20	SRF	[SRF] surface water layer (ENVO:00010504)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000056	2013-09-02T22:37		1.48885	28.41685	22.7306		0.4392	5		340.44375		0.001360622	0.000260443	0.008790679	7.268763781					0.00085	0.05735		0.0039	0.0083	7.74	0.07525	1.195806	1.06325	19.646147													0.00375	0	0.05735	0.003	0.003	0.0018	0.00215	0	71.5955	160.9383	0	unknown	unknown	-0.089788	0	2.777778
42	TARA_N010000492	TARA_168	DCM	[>0.8µm]	72.5432	44.102	TARA_168_DCM_0.8->	TARA_168	ERS1308608		SAMEA4397159	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000492	2013-07-01T12:34	-268	3.824545	34.975345	27.784685	257.048	2.19375	40	0.195352	326.3609	0	0.000430005	0.006979311	0.001609991	0.041430494			119.86359405518	0.00057795448810794	0.0094	0.1971		0	0.0103		0.063	0.098435	0.821	1.135333	19	28	35	36	245	103							0.0689	0	0.1971	0	0.0511	0.0184	0.0056	0	72.5432	44.102	0	summer	early	-0.011538	0.011037	1.222222
43	TARA_N010000496	TARA_168	DCM	[0.8-20µm]	72.5432	44.102	TARA_168_DCM_3-20	TARA_168	ERS1308612		SAMEA4397163	SEQ-(10-100L-or-15min)_W3-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000496	2013-07-01T12:34	-268	3.824545	34.975345	27.784685	257.048	2.19375	40	0.195352	326.3609	0	0.000430005	0.006979311	0.001609991	0.041430494			119.86359405518	0.00057795448810794	0.0094	0.1971		0	0.0103		0.063	0.098435	0.821	1.135333	19	28	35	36	245	103							0.0689	0	0.1971	0	0.0511	0.0184	0.0056	0	72.5432	44.102	0	summer	early	-0.011538	0.011037	1.222222
44	TARA_N010000088	TARA_194	SRF	[>0.8µm]	73.3833	-168.133	TARA_194_SRF_0.8->	TARA_194	ERS1309295		SAMEA4397846	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000088	2013-09-11T20:00	-105	-0.585333	27.442	22.016175	130.4511	0.1806	5		368.662625	0	0.000713809	0.002943427	0.086454551	12.09370343					0.0032	0.0658		0.0037	0	7.963	0.126	0.361653	0.2285	1.424261	33	41	4	26	74	61							0.0116	0	0.0658	0.0061	0.0098	0.0049	0.0025	0.0021	73.3833	-168.1333	0	summer	late		0	0
45	TARA_N010000897	TARA_188	SRF	[>0.8µm]	78.2518	91.8557	TARA_188_SRF_0.8->	TARA_188	ERS1309020		SAMEA4397571	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000897	2013-08-15T00:30	-33	-1.649738	32.950844	26.511331	112.7778	2.2128	5		388.303875		0.001304139	0.002257904	0.010750825	4.442976594					0.0316	1.68195		0	0.2274	7.952	0.074	0.216027	0.513	0.465648	27	19	20	14	27								0.0439	0	1.68195	0.09535	0	0	0.01305	0.0031	78.2518	91.8557	46.51916606	summer	middle	-0.072783	0	0
46	TARA_N010000338	TARA_175	MIX	[180-2000µm]	79.4865	66.1758	TARA_175_MIX_180-2000	TARA_175	ERS1308868		SAMEA4397419	SEQ-(500mL-or-15min)_N180-2000	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000338	2013-07-11T12:25	-484	1.203135	34.63695	27.82074	140.9112	0.47508	0-100	0.004951	323.6093		0.00109338	0.000589373	0.003293654	6.750465393			124.79347229004	0.00085100490832701	0.00595	0.11845		0.01345	0.00535	7.983	0.02475	0.180318	1.37375	1.133341	253	22	34	14	398								0.02045	0.0087	0.11845	0.01535	0.00815	0.0177	0.01095	0.00145	79.4865	66.1758	0	summer	early		0	0
47	TARA_N010000061	TARA_191	SRF	[20-180µm]	71.5402	160.943	TARA_191_SRF_20-180	TARA_191	ERS1309237		SAMEA4397788	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000061	2013-09-03T00:35	-21	1.48885	28.41685	22.7306	82.0806	0.4392	5		340.44375		0.001360622	0.000260443	0.008790679	7.268763781					0.00085	0.05735		0.0039	0.0083	7.74	0.07525	1.195806	1.06325	19.646147	20	17	19	16	8								0.00375	0	0.05735	0.003	0.003	0.0018	0.00215	0	71.5402	160.9428	0	summer	late	-0.089788	0	2.777778
48	TARA_N010000851	TARA_180	DCM	[20-180µm]	74.8203	76.2723	TARA_180_DCM_20-180	TARA_180	ERS1309002		SAMEA4397553	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000851	2013-07-18T12:23	-32	-1.533492	33.646092	27.072625	171.3892	0.5808	30	1.0E-6	356.223917		0.001387656	0.003474399	0.01667134	2.7429805			1204.9135131836	0.00031269730243366	0	0.6226		0	0.0112		0.075667	0.482771	2.080833	8.877352	11	34	5	23	34								0.0129	0	0.6226	0	0	0.001	0.0012	0	74.8203	76.2723	0	summer	early	0.010402	0	3.777778
49	TARA_N010000131	TARA_196	SRF	[20-180µm]	71.9199	-154.934	TARA_196_SRF_20-180	TARA_196	ERS1309414		SAMEA4397965	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000131	2013-09-14T20:00	-495	2.5694	28.60925	22.8182	145.0122	0.9741	5		336.04075	1.604622	0.000241071	0.0284539	0.258621321	3.979379679					0.02025	0.22775		0.00885	0.00425	7.913	0.0865	0.430504	0.4235	2.822912	14	14	21	27	173	43							0.03165	0.0202	0.22775	0.0429	0.024	0.02815	0.0049	0.0056	71.9199	-154.9339	0	summer	late		0	0
50	TARA_N010000490	TARA_168	SRF	[>0.8µm]	72.5128	44.0775	TARA_168_SRF_0.8->	TARA_168	ERS1308554		SAMEA4397105	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000490	2013-07-01T03:20	-267	7.48766	34.92331	27.289205	230.6333	0.2964	5	22.314532	299.0073	0	0.000430005	0.006979311	0.001609991	0.041430494			116.78255081177	0.00057966023450717	0.00275	0.217		0.01695	0	8.016	0	0	0.0595	1.725127	15	30	31	35	154	244							0.0505	0.04535	0.217	0	0.166	0.02165	0.0119	0.00115	72.5128	44.0775	0	summer	early	-0.011538	0.011037	1.222222
51	TARA_N010000567	TARA_173	SRF	[20-180µm]	78.9354	79.3763	TARA_173_SRF_20-180	TARA_173	ERS1308714		SAMEA4397265	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000567	2013-07-08T06:01	-87	-0.160312	33.613775	26.994413	102.636	0.0441	5	19.388969	385.28075	2.099614	0.001215531	0.004081616	0.020618707	6.240898371			71.851585388184	0.00036865257425234	0.00325	0.43265		0.00095	0.0218	8.051	0.0015	0.056871	0.441	0.273079	15	47	19	14	47	46							0.02775	0	0.43265	0	0.0034	0.0172	0.0143	0.0034	78.9354	79.3763	3.450953454	summer	early		0	4.833333
52	TARA_N010000623	TARA_158	SRF	[>0.8µm]	67.141	0.2355	TARA_158_SRF_0.8->	TARA_158	ERS1308376		SAMEA4396927	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_N010000623	2013-06-03T07:31	-3336	8.47447	35.145165	27.314165	428.6527	2.3802	5	11.751608	311.7827	5.218798	0.000599484	0.023701385	0.03278591	5.405942082			114.96318054199	0.0007970544975251	0	0.1674		0.02345	0.00185	7.852	0.13475	0.356899	5.1155	4.012069	11	16	5	13	451	1033							0.15425	0.00585	0.1674	0.01245	0.7665	0.0175	0.00295	0	67.141	0.2355	0	spring	late	0.189385	0.121118	0
53	TARA_N010000938	TARA_209	MES	[0.8-20µm]	64.7	-52.996	TARA_209_MES_3-20	TARA_209	ERS1309798		SAMEA4398349	SEQ-(10-100L-or-15min)_W3-20	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000938	2013-10-23T17:36	-513	4.20173	34.59923	27.448865	39.2126	-0.0111	351	0	273.02835	10.622333	0.000488831	0.029433576	0.29848822	0.505696426					0	0.0102		0.0019	0.009						17		89	14	424	426							0.0021	0.0007	0.0102	0.001	0.002	0.0006	0.0008	0	64.7	-52.996	0	autumn	middle	-0.050291	0	5.666667
54	TARA_N010000869	TARA_178	SRF	[0.8-20µm]	77.1604	73.2057	TARA_178_SRF_3-20	TARA_178	ERS1308884		SAMEA4397435	SEQ-(10-100L-or-15min)_W3-20	SRF	[SRF] surface water layer (ENVO:00010504)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000869	2013-07-15T02:11	-318	1.325833	34.142392	27.333308	96.5746	0.03525	5	16.556152	348.196667		0.001328503	0.003428314	0.021517911	5.088556846			64.085369110107	0.00031943214708008	0.0034	0.023975		0.00305	0	7.996	0.008333	0.047034	0.278	0.244154	16	83	25	28	310								0.004275	0.0008	0.023975	0.00785	0.011925	0.002875	0.006325	0.003525	77.1604	73.2057	0	summer	early	-0.040917	0	0
55	TARA_N010000149	TARA_201	SRF	[>0.8µm]	74.2987	-85.7806	TARA_201_SRF_0.8->	TARA_201	ERS1309461		SAMEA4398012	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000149	2013-09-30T15:02	-536	-1.32986	30.70185	24.678167	13.8345	1.13016	5	2.995157	368.52475	3.75923	0.000958759	0.000747411	0.010224308	6.634556611					0.0038	0.3843		0.0088	0.071	7.802	0.0775	0.526245	1.328	2.062045	20	24	29	13	506	44							0.0428	0	0.3843	0.0129	0.0495	0	0.0044	0	74.2987	-85.7806	0.326156803	autumn	early		0	0
56	TARA_N010000854	TARA_178	SRF	[20-180µm]	77.2302	73.1903	TARA_178_SRF_20-180	TARA_178	ERS1308905		SAMEA4397456	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000854	2013-07-15T04:06	-225	1.325833	34.142392	27.333308	114.3795	0.03525	5	16.556152	348.196667		0.001328503	0.003428314	0.021517911	5.088556846			57.115451812744	0.00027748983120546	0.0034	0.023975		0.00305	0	7.996	0.008333	0.047034	0.278	0.244154	24	27	46	42	203								0.004275	0.0008	0.023975	0.00785	0.011925	0.002875	0.006325	0.003525	77.2302	73.1903	0	summer	early	-0.040917	0	0
57	TARA_N010000003	TARA_189	SRF	[20-180µm]	77.9378	116.81	TARA_189_SRF_20-180	TARA_189	ERS1309140		SAMEA4397691	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000003	2013-08-27T10:30	-669	0.10149	28.82053	23.11621	182.5206	0.60864	5		363.6485		0.001270051	0.000620584	0.00842355	4.560707092										7.857					499	20	5	13	618																77.9378	116.81	0	summer	late		0	0
58	TARA_N010000943	TARA_209	SRF	[20-180µm]	64.7656	-53.1291	TARA_209_SRF_20-180	TARA_209	ERS1309781		SAMEA4398332	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000943	2013-10-23T13:44	-489	2.496125	32.603119	26.011175	15.6846	1.325775	5	1.365255	323.901563	6.131005	0.000488831	0.029433576	0.29848822	0.505696426															17	18	94	15	498	498															64.7656	-53.1291	0	autumn	early	-0.050291	0	5.666667
59	TARA_N010000080	TARA_193	SRF	[20-180µm]	71.1493	174.817	TARA_193_SRF_20-180	TARA_193	ERS1309284		SAMEA4397835	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000080	2013-09-08T05:56	-39	2.4534	29.0291	23.1614	106.53	0.8718	5	3.034082	339.4475	0	0.000702537	0.006029853	0.095924451	14.03496305			128.7992515564	0.00065008617821149	0.0031	0.1744		0.0072	0.002	7.964	0.125	1.614977	6.2695	30.149509	17	13	25	27	35	30							0.0251	0.0107	0.1744	0.0078	0.0052	0.0117	0.0038	0.0006	71.1493	174.8171	0	summer	late		0	0
60	TARA_N010000862	TARA_180	DCM	[>0.8µm]	74.8283	76.2096	TARA_180_DCM_0.8->	TARA_180	ERS1308966		SAMEA4397517	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000862	2013-07-18T08:27	-32	-1.533492	33.646092	27.072625	171.3892	0.5808	30	1.0E-6	356.223917		0.001387656	0.003474399	0.01667134	2.7429805			1180.789855957	0.00031099290936254	0	0.6226		0	0.0112		0.075667	0.482771	2.080833	8.877352	11	34	5	23	34								0.0129	0	0.6226	0	0	0.001	0.0012	0	74.8283	76.2096	0	summer	early	0.010402	0	3.777778
61	TARA_N010000041	TARA_189	MES	[0.8-20µm]	78.0391	116.41	TARA_189_MES_3-20	TARA_189	ERS1309187		SAMEA4397738	SEQ-(10-100L-or-15min)_W3-20	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000041	2013-08-28T00:47	-745	1.59404	34.92558	27.94409	183.955	-0.0078	299		293.889		0.001270051	0.000620584	0.00842355	4.560707092															499	18	4	16	844																78.0391	116.4105	0	summer	late		0	0
62	TARA_N010000639	TARA_158	DCM	[180-2000µm]	67.1574	0.364	TARA_158_DCM_180-2000	TARA_158	ERS1308415		SAMEA4396966	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[ARCT] Atlantic Arctic Province (MRGID:21451)	TARA_N010000639	2013-06-03T14:50	-3412	6.73489	35.15072	27.572895	520.3413	1.164637	25		304.0473	8.063879	0.000599484	0.023701385	0.03278591	5.405942082			113.41928863525	0.00077464251080528	0.0021	0.0482		0.0165	0		0.309	0.709183	11.784	4.95809	10	14	7	14	46	519							0.026	0.0055	0.0482	0.009	0.0453	0.0065	0.0023	0	67.1574	0.364	0	spring	late	0.189385	0.121118	0
63	TARA_N010000895	TARA_180	SRF	[180-2000µm]	74.8063	76.1759	TARA_180_SRF_180-2000	TARA_180	ERS1308949		SAMEA4397500	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000895	2013-07-18T03:05	-32	2.507887	22.980169	18.339325	171.3892	0.422625	5	0.924888	357.164917		0.001387656	0.003474399	0.01667134	2.7429805			1359.4073486328	0.00024538559955545	0.005267	0.085767		0.003333	0.006183	7.816	0.014667	0.238302	0.247333	11.775524	11	34	5	23	34								0.005483	0.0211	0.085767	0.013367	0.002433	0.008217	0.009017	0.004917	74.8063	76.1759	0	summer	early	0.010402	0	3.777778
64	TARA_N010000444	TARA_175	SRF	[0.8-20µm]	79.2233	66.3435	TARA_175_SRF_3-20	TARA_175	ERS1308769		SAMEA4397320	SEQ-(10-100L-or-15min)_W3-20	SRF	[SRF] surface water layer (ENVO:00010504)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000444	2013-07-10T03:58	-440	1.365705	34.264755	27.429195	113.2174	1.455	5	6.700916	369.289812	2.150477	0.00109338	0.000589373	0.003293654	6.750465393			94.319355010986	0.00045784005487803	0.01165	0.21605		0.01385	0.0054	7.983	0.001	0.063634	0.3685	0.523062	374	15	34	13	322	377							0.02665	0.02035	0.21605	0.03025	0.07485	0.0358	0.01515	0.0111	79.2233	66.3435	0	summer	early		0	0
65	TARA_N010000560	TARA_173	DCM	[0.8-20µm]	78.9354	79.0604	TARA_173_DCM_3-20	TARA_173	ERS1308733		SAMEA4397284	SEQ-(10-100L-or-15min)_W3-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000560	2013-07-08T11:00	-87	-1.29785	34.4561	27.72345	102.636	5.95725	35	0.635657	348.000625	4.427788	0.001215531	0.004081616	0.020618707	6.240898371			81.824172973633	0.00036040117265657	0.0037	1.3839		0	0.0542		0.026	0.209065	1.709	0.231772	15	47	19	14	47	46							0.0862	0	1.3839	0	0.0047	0.0188	0.0052	0	78.9354	79.0604	1.181939274	summer	early		0	4.833333
66	TARA_N010000238	TARA_205	MES	[0.8-20µm]	72.4456	-71.8814	TARA_205_MES_3-20	TARA_205	ERS1309607		SAMEA4398158	SEQ-(10-100L-or-15min)_W3-20	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	3	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	TARA_N010000238	2013-10-08T18:24	-1046	1.230869	34.378169	27.531506	91.7069	-0.0081	491		227.316	22.810319	0.000596423	0.018947516	0.152390116	1.684819688															243	24	48	13	481	53															72.4456	-71.8814	0	autumn	early	0.189964	0.113334	0
